Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
15150,Mashuru Health Centre,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KAJIADO,KAJIADO EAST,kajiado east,IMARORO,Operational,No,No,No,No,,Yes,Yes,No
13589,Got Kojowi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,HOMA BAY,NDHIWA,ndhiwa,KWABWAI,Operational,No,No,No,No,,Yes,Yes,No
11387,Gede Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,6,KILIFI,KILIFI NORTH,kilifi north,DABASO,Operational,Yes,No,Yes,No,,Yes,Yes,No
15866,Ebusiratsi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,3,VIHIGA,EMUHAYA,emuhaya,NORTH EAST BUNYORE,Operational,Yes,No,Yes,No,,Yes,Yes,No
12503,Mbiuni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MWALA,mwala,MBIUNI,Operational,No,No,No,No,,Yes,Yes,No
13160,Redemeed Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,RUARAKA,ruaraka,BABANDOGO,Operational,No,No,No,No,,Yes,Yes,No
12414,Kyethani Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,KITUI,MWINGI WEST,mwingi west,KIOMO/KYETHANI,Operational,No,No,No,No,,Yes,Yes,No
12690,Nzawa Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,13,0,KITUI,MWINGI WEST,mwingi west,NGUUTANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12797,Thitani Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,27,27,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11923,Akachiu Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,2,MERU,IGEMBE SOUTH,igembe south,KANUNI,Operational,No,No,No,No,,Yes,Yes,No
12422,Laare Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,2,MERU,IGEMBE NORTH,igembe north,NTUNENE,Operational,No,No,No,No,,Yes,Yes,No
12365,Kitise Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,4,MAKUENI,MAKUENI,makueni,KITISE/KITHUKI,Operational,No,No,No,No,,Yes,Yes,No
11395,Shimo-La Tewa Health Centre (GK Prison),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,MOMBASA,KISAUNI,kisauni,SHANZU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10170,Endarasha Rural Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,NYERI,KIENI,kieni west,MWIYOGO/ENDARASHA,Operational,No,No,No,No,,Yes,Yes,No
12192,Kaongo Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,MERU,CENTRAL IMENTI,imenti central,ABOTHUGUCHI CENTRAL,Operational,Yes,No,No,No,,Yes,Yes,No
12848,Wingemi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12483,Mathuki Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12186,Kanyunga Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
12654,Ngomeni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,KITUI,MWINGI NORTH,mwingi north,NGOMENI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12805,Tseikuru Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,25,0,KITUI,MWINGI NORTH,mwingi north,TSEIKURU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13428,Sabuli Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,BENANE,Operational,No,No,No,No,,Yes,Yes,No
16004,Matayos Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,BUSIA,MATAYOS,matayos,MATAYOS SOUTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
15823,Bumala A Health Centre,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,BUSIA,BUTULA,butula,MARACHI WEST,Operational,No,No,Yes,No,,Yes,Yes,No
15994,Malakisi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,25,0,BUNGOMA,SIRISIA,sirisia,LWANDANYI,Operational,Yes,No,Yes,No,,Yes,Yes,No
16282,Kasongo Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOIN,Operational,No,No,No,No,,Yes,Yes,No
13461,Abidha Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,16,0,SIAYA,RARIEDA,rarieda,EAST ASEMBO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12717,Ruiri Rural Health Demonstration Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MERU,BUURI,buuri,KISIMA,Operational,No,No,No,No,,Yes,Yes,No
14086,Sigoti Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,17,2,KISUMU,NYAKACH,nyakach,SOUTH EAST NYAKACH,Operational,No,No,No,No,,Yes,Yes,No
11936,Athi River Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,4,MACHAKOS,MAVOKO,athi river,ATHI RIVER,Operational,Yes,No,Yes,No,,Yes,Yes,No
11928,Amugaa Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA EAST,tigania east,THANGATHA,Operational,No,No,No,No,,Yes,Yes,No
14054,Riotanchi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,KISII,BONCHARI,bonchari,BOMORENDA,Operational,Yes,No,Yes,No,,Yes,Yes,No
16180,New Heri Medical Centre,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KILIFI,KILIFI NORTH,kilifi north,TEZO,Operational,No,No,No,No,,Yes,Yes,No
15013,Lare Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,NAKURU,NJORO,njoro,LARE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13778,Mariwa Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,MIGORI,AWENDO,awendo sub county,SOUTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
10872,Ngorongo Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,2,KIAMBU,GATUNDU NORTH,gatundu north,GITUAMBA,Operational,No,No,No,No,,Yes,Yes,No
12829,Uringu Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,2,MERU,TIGANIA WEST,tigania west,NKOMO,Operational,Yes,No,Yes,No,,Yes,Yes,No
10657,Leshau Pondo Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,LESHAU/PONDO,Operational,No,No,No,No,,Yes,Yes,No
10893,Nyakianga Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MURANG'A,MATHIOYA,mathioya,GITUGI,Operational,No,No,No,No,,Yes,Yes,No
10661,Limuru Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KIAMBU,LIMURU,limuru,LIMURU CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
11881,Vipingo Rural Demonstration Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,17,0,KILIFI,KILIFI SOUTH,kilifi south,JUNJU,Operational,No,No,No,No,,Yes,Yes,No
12657,Nguluni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU WEST,Operational,No,No,No,No,,Yes,Yes,No
12390,Kunati Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA EAST,tigania east,THANGATHA,Operational,No,No,No,No,,Yes,Yes,No
13770,Manyuanda Sub county Hospital,,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,16,0,KISUMU,SEME,seme,WEST SEME,Operational,Yes,No,Yes,No,,Yes,Yes,No
12565,Mukuyuni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,2,MAKUENI,KAITI,Kaiti,UKIA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12242,Katse Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,KITUI,MWINGI NORTH,mwingi north,MUMONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14868,Kimana Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,4,KAJIADO,KAJIADO SOUTH,loitokitok,KIMANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13370,Ijara Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,2,GARISSA,IJARA,ijara,IJARA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12179,Kanja Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,KAGAARI NORTH,Operational,No,No,No,No,,Yes,Yes,No
16465,Kiambere Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,2,EMBU,MBEERE SOUTH,mbeere south,KIAMBERE,Operational,No,No,No,No,,Yes,Yes,No
12539,Mivukoni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI NORTH,mwingi north,KYUSO,Operational,No,No,No,No,,Yes,Yes,No
11258,Bomu Medical Hospital (Changamwe),,Level 4,Primary care hospitals,Non-Governmental Organizations,Kenya MPDB - Institution,39,14,MOMBASA,CHANGAMWE,changamwe,PORT REITZ,Operational,Yes,No,Yes,No,,Yes,Yes,No
10489,Karatu Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,6,KIAMBU,GATUNDU SOUTH,gatundu south,NDARUGU,Operational,Yes,No,Yes,No,,Yes,Yes,No
11170,Wangige Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,KIAMBU,KABETE,kabete,KABETE,Operational,Yes,No,Yes,No,,Yes,Yes,No
15574,Simba Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,2,KAJIADO,KAJIADO EAST,kajiado east,KENYAWA-POKA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10338,Igegania Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,14,2,KIAMBU,GATUNDU NORTH,gatundu north,MANG'U,Operational,Yes,No,Yes,No,,Yes,Yes,No
14582,Isinya Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,KAJIADO,KAJIADO EAST,kajiado east,KAPUTIEI NORTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
13771,Manyuanda Health Centre (Rarieda),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,SIAYA,RARIEDA,rarieda,WEST UYOMA,Operational,Yes,No,Yes,No,,Yes,Yes,No
16438,Kyeleni Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,MACHAKOS,MATUNGULU,matungulu,KYELENI,Operational,No,No,No,No,,Yes,Yes,No
12288,Kibugua Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,MAGUMONI,Operational,Yes,No,No,No,,Yes,Yes,No
14404,Doldol Sub District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,10,2,LAIKIPIA,LAIKIPIA NORTH,laikipia north,MUGOGODO EAST,Operational,Yes,No,Yes,No,,Yes,Yes,No
11282,Chasimba Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,KILIFI,KILIFI SOUTH,kilifi south,CHASIMBA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13517,Bugumbe Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,25,2,MIGORI,KURIA WEST,kuria west sub county,TAGARE,Operational,No,No,No,No,,Yes,Yes,No
14009,Oyani Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MIGORI,URIRI,urir sub county,EAST KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
12150,Kaliani Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,18,0,MAKUENI,MBOONI,mbooni,KITHUNGO/KITUNDU,Operational,No,No,No,No,,Yes,Yes,No
15870,Ekwanda Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,VIHIGA,LUANDA,luanda,MWIBONA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11385,Garsen Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,TANA RIVER,GARSEN,GARSEN,GARSEN WEST,Operational,No,No,No,No,,Yes,Yes,No
12341,Kisau Sub District Hospital,,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,50,2,MAKUENI,MBOONI,mbooni,KITETA-KISAU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12087,Illeret Health Centre (North Horr),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,MARSABIT,NORTH HORR,north horr,ILLERET,Operational,No,No,No,No,,Yes,Yes,No
10655,Lari Hospital,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,KIAMBU,LARI,lari,LARI/KIRENGA,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
15185,Mile 46 Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KAJIADO,KAJIADO WEST,kajiado west,ILOODOKILANI,Operational,No,No,No,No,,Yes,Yes,No
12729,Sericho Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,3,ISIOLO,ISIOLO SOUTH,garbatulla,SERICHO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13398,Liboi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,2,GARISSA,DAADAB,dadaab,LIBOI,Operational,No,No,No,No,,Yes,Yes,No
16463,Gategi Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,13,5,EMBU,MBEERE SOUTH,mbeere south,MWEA,Operational,No,No,No,No,,Yes,Yes,No
13112,Nairobi South Hospital,,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,23,0,NAIROBI,LANGATA,langata,SOUTH C,Operational,Yes,No,Yes,No,,Yes,Yes,No
13213,St Lukes (Kona) Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,7,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,No,No,No,No,,Yes,Yes,No
13227,St Teresa's Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,2,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,No,No,No,No,,Yes,Yes,No
13256,Wema Nursing Home,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,No,No,No,No,,Yes,Yes,No
15143,Mars Associate Medical Centre,,Level 2,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KAJIADO,KAJIADO NORTH,kajiado north,OLKERI,Operational,No,No,No,No,,Yes,Yes,No
13200,St Catherine's Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,6,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13201,St Florence Medical Care Health Centre,,Level 3,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,12,0,NAIROBI,WESTLANDS,westlands,MOUNTAIN VIEW,Operational,No,No,No,No,,Yes,Yes,No
13049,Lianas Clinic Health Centre,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,9,3,NAIROBI,WESTLANDS,westlands,KANGEMI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13137,Padens Medicare Centre,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,4,0,NAIROBI,WESTLANDS,westlands,MOUNTAIN VIEW,Operational,No,No,No,No,,Yes,Yes,No
13111,Nairobi Outpatient Centre,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
13159,Ray of Hope Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,3,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13474,Amani Medical Centre (Suneka),,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Clinical Officers Council,0,0,KISII,BONCHARI,bonchari,BOMORENDA,Operational,No,No,Yes,No,,Yes,Yes,No
13091,Mid Hill Medical Clinic,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,10,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12944,Frepals Community Nursing Home,,Level 3,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,21,0,NAIROBI,KIBRA,kibera,LINDI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13103,Muteithania Medical Clinic,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,8,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Operational,No,No,No,No,,Yes,Yes,No
11489,Kisimani Health Services,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,6,0,MOMBASA,NYALI,nyali,ZIWA LA NG'OMBE,Operational,No,No,No,No,,Yes,Yes,No
13216,St Mary's Medical Clinic (Sarang'ombe),,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,5,0,NAIROBI,KIBRA,kibera,SARANG'OMBE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13212,Spacecare Health Services,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,7,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13704,Kisumu County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,195,0,KISUMU,KISUMU CENTRAL,kisumu central,MARKET MILIMANI,Operational,No,No,No,No,,Yes,Yes,No
11818,St Luke's (ACK) Hospital Kaloleni,,Level 4,Primary care hospitals,Other Faith Based,Kenya MPDB - Institution,72,7,KILIFI,KALOLENI,kaloleni,KALOLENI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14426,Egerton University,,Level 3,Primary care hospitals,Public Institution,Kenya MPDB - Institution,26,26,NAKURU,NJORO,njoro,NJORO,Operational,No,No,No,No,,Yes,Yes,No
13805,Migori District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,100,10,MIGORI,SUNA EAST,suna east sub county,SUNA CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
12525,Mikinduri Sub-District Hospial,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,14,0,MERU,TIGANIA EAST,tigania east,MIKINDURI,Operational,No,No,No,No,,Yes,Yes,No
13772,Marani District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,16,7,KISII,KITUTU CHACHE NORTH,kitutu chache north,MARANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13880,Nyahera Sub District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,16,0,KISUMU,KISUMU WEST,kisumu west,KISUMU NORTH,Operational,No,No,No,No,,Yes,Yes,No
13714,Kombewa Sub County Refferal Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,60,0,KISUMU,SEME,seme,CENTRAL SEME,Operational,Yes,No,Yes,No,,Yes,Yes,No
12029,Garbatulla District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,51,10,ISIOLO,ISIOLO SOUTH,garbatulla,GARBA TULLA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13921,Nyakach Sub County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,20,2,KISUMU,NYAKACH,nyakach,CENTRAL NYAKACH,Operational,Yes,No,Yes,No,,Yes,Yes,No
13380,Khorof Harar Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,12,0,WAJIR,WAJIR EAST,wajir east,KHOROF/HARAR,Operational,Yes,No,Yes,No,,Yes,Yes,No
10627,Kiria-Ini Mission Hospital,,Level 3,Primary care hospitals,Other Faith Based,Kenya MPDB - Institution,0,0,MURANG'A,MATHIOYA,mathioya,KIRU,Operational,No,No,No,No,,Yes,Yes,No
13217,St Mary's Health Centre,,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,RUARAKA,ruaraka,KOROGOCHO,Operational,No,No,No,No,,Yes,Yes,No
11474,Kilifi County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,172,21,KILIFI,KILIFI NORTH,kilifi north,SOKONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12366,Kitui District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,200,44,KITUI,KITUI CENTRAL,kitui central,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
16664,Usoma Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,2,0,KISUMU,KISUMU WEST,kisumu west,CENTRAL KISUMU,Operational,No,No,No,No,,Yes,Yes,No
12420,Kyuso District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,8,0,KITUI,MWINGI NORTH,mwingi north,KYUSO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13406,Ijara District Hospital - Masalani,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,50,11,GARISSA,IJARA,ijara,MASALANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13359,Hagadera Hospital,,Level 4,Primary care hospitals,Non-Governmental Organizations,Other,120,0,GARISSA,FAFI,fafi,JARAJILA,Operational,Yes,No,Yes,No,,Yes,Yes,No
15629,St Augustine Youth Friendly Centre,,Level 2,VCT,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,0,0,TURKANA,TURKANA CENTRAL,turkana central,LODWAR TOWNSHIP,Operational,No,No,No,No,,Yes,Yes,No
13810,Miranga Sub County Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,13,0,KISUMU,SEME,seme,EAST SEME,Operational,No,No,Yes,No,,Yes,Yes,No
13392,Lafey Sub-County Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,30,0,MANDERA,LAFEY,lafey,LAFEY,Operational,Yes,No,No,No,,Yes,Yes,No
13625,Isibania Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,26,4,MIGORI,KURIA WEST,kuria west sub county,ISIBANIA,Operational,No,No,No,No,,Yes,Yes,No
11124,Tumutumu (PCEA) Hospital,,Level 4,Primary care hospitals,Christian Health Association of Kenya,Kenya MPDB - Institution,203,18,NYERI,MATHIRA,mathira west,KIRIMUKUYU,Operational,No,No,No,No,,Yes,Yes,No
15836,Butere District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,55,2,KAKAMEGA,BUTERE,butere,MARAMA CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
15946,Kima Mission Hospital,,Level 3,Primary care hospitals,Christian Health Association of Kenya,Kenya MPDB - Private Practice,38,2,VIHIGA,LUANDA,luanda,EMABUNGO,Operational,No,No,No,No,,Yes,Yes,No
13679,Keumbu Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KISII,NYARIBARI CHACHE,nyaribari chache,KEUMBU,Operational,No,No,No,No,,Yes,Yes,No
12802,Timau Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,MERU,BUURI,buuri,TIMAU,Operational,No,No,No,No,,Yes,Yes,No
13528,Chulaimbo Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,26,0,KISUMU,KISUMU WEST,kisumu west,NORTH WEST KISUMU,Operational,Yes,No,Yes,No,,Yes,Yes,No
11973,Chuka District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,85,2,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
10233,Gatundu District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,162,11,KIAMBU,GATUNDU SOUTH,gatundu south,NGENDA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13612,Ibeno Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,30,0,KISII,NYARIBARI CHACHE,nyaribari chache,IBENO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12799,St. John of God Hospital Tigania,,Level 4,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,86,0,MERU,TIGANIA EAST,tigania east,MUTHARA,Operational,No,No,No,No,,Yes,Yes,No
10485,Karatina District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,216,12,NYERI,MATHIRA,mathira east,KARATINA TOWN,Operational,Yes,No,No,No,,Yes,Yes,No
13411,Modogashe Sub-County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,20,3,GARISSA,LAGDERA,lagdera,MAALAMIN,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
10700,Mary Immaculate Hospital (Nyeri North),,Level 3,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,57,12,NYERI,KIENI,kieni west,MWEIGA,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
14749,Kapsabet County Referral Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,200,6,NANDI,EMGWEN,emgwen,KAPSABET,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
