id,code,name,keph_level,facility_type,owner,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
7604,15467,Poole Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,RIWO,Operational,No,No,No,No,Yes,Yes,No
7605,15451,Osupuko Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,KILGORIS,transmara west,KILGORIS CENTRAL,Operational,No,No,No,No,Yes,Yes,No
7606,12490,The Mediance Nursing Home,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,78,0,MACHAKOS,YATTA,yatta,MATUU,Operational,No,No,No,No,Yes,Yes,No
7607,15449,Osorongai Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,NGENYILEL,Operational,No,No,No,No,Yes,Yes,No
7608,15919,Kamuneru Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,ELGON,Operational,No,No,No,No,Yes,Yes,No
7609,13865,Nyaburi Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,2,0,MIGORI,SUNA WEST,suna west sub county,RAGANA-ORUBA,Operational,No,No,No,No,Yes,Yes,No
7610,15187,Minjore Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,LAIKIPIA,LAIKIPIA NORTH,laikipia north,SOSIAN,Operational,No,No,No,No,Yes,Yes,No
7611,15489,Rocco Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,NAKURU,GILGIL,gilgil,MALEWA WEST,Operational,No,No,No,No,Yes,Yes,No
7612,16151,Tigoi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,VIHIGA,HAMISI,hamisi,JEPKOYAI,Operational,Yes,No,Yes,No,Yes,Yes,No
7613,16323,Annet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,SIGOR,pokot central,LOMUT,Operational,No,No,No,No,Yes,Yes,No
7614,16704,Pserum Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,POKOT SOUTH,pokot south,CHEPARERIA,Operational,No,No,No,No,Yes,Yes,No
7615,15179,Merto Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,AINAMOI,Operational,No,No,No,No,Yes,Yes,No
7616,14569,Iltilal Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,4,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,Yes,No,Yes,No,Yes,Yes,No
7617,14377,Cheramei Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,KAMAGUT,Operational,No,No,No,No,Yes,Yes,No
7618,15520,Salama Health Centre (Laikipia West),Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,8,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,SALAMA,Operational,No,No,Yes,No,Yes,Yes,No
7619,16263,Soamam Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,2,0,NYAMIRA,KITUTU MASABA,masaba north,GACHUBA,Operational,No,No,No,No,Yes,Yes,No
7620,11439,Jordan Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Clinical Officers Council,0,0,MOMBASA,KISAUNI,kisauni,MTOPANGA,Operational,Yes,No,Yes,No,Yes,Yes,No
7621,14363,Chepsiro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHEPSIRO/KIPTOROR,Operational,No,No,No,No,Yes,Yes,No
7622,12347,Kisiiki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MACHAKOS,YATTA,yatta,NDALANI,Operational,No,No,No,No,Yes,Yes,No
7623,11615,Mikindani Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MOMBASA,JOMVU,jomvu,MIKINDANI,Operational,No,No,Yes,No,Yes,Yes,No
7624,11273,Cdc Ganjoni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,MOMBASA,MVITA,mvita,SHIMANZI/GANJONI,Operational,No,No,No,No,Yes,Yes,No
7625,15901,Imbiakalo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,MALAVA,malava,WEST KABRAS,Operational,No,No,No,No,Yes,Yes,No
7626,16658,Women Care Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,GARISSA,GARISSA TOWNSHIP,garissa,GALBET,Operational,No,No,No,No,Yes,Yes,No
7627,14372,Cheptobot Dispensary,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET EAST,marakwet east,KAPYEGO,Operational,No,No,No,No,Yes,Yes,No
7628,15485,Rimoi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO NORTH,keiyo north,TAMBACH,Operational,No,No,No,No,Yes,Yes,No
7629,11421,Jadi Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MOMBASA,CHANGAMWE,changamwe,CHANGAMWE,Operational,Yes,No,Yes,No,Yes,Yes,No
7630,16334,Kimoloi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,SOY SOUTH,Operational,No,No,No,No,Yes,Yes,No
7631,11732,Pamar Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Other,0,0,MOMBASA,KISAUNI,kisauni,MJAMBERE,Operational,No,No,No,No,Yes,Yes,No
7632,12465,Mamba Dispensary (Yatta),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,YATTA,yatta,KITHIMANI,Operational,No,No,No,No,Yes,Yes,No
7633,15695,Tabare Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,METKEI,Operational,No,No,No,No,Yes,Yes,No
7634,12498,Mbembani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,YATTA,yatta,NDALANI,Operational,No,No,No,No,Yes,Yes,No
7635,11582,Maunguja Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,MOMBASA,KISAUNI,kisauni,MWAKIRUNGE,Operational,No,No,No,No,Yes,Yes,No
7636,11210,Al-Bir Medical Centre (Kilindini),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,MOMBASA,CHANGAMWE,changamwe,KIPEVU,Operational,No,No,No,No,Yes,Yes,No
7637,15575,Simbi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,SOTIK,sotik,RONGENA/MANARET,Operational,No,No,No,No,Yes,Yes,No
7638,12635,Ndalani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,YATTA,yatta,NDALANI,Operational,No,No,No,No,Yes,Yes,No
7639,15487,Riwo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO CENTRAL,baringo central,KAPROPITA,Operational,No,No,No,No,Yes,Yes,No
7640,11890,Wananchi Medical Clinic (Kilindini),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MOMBASA,LIKONI,likoni,TIMBWANI,Operational,No,No,No,No,Yes,Yes,No
7641,15506,Sabor Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO SOUTH,marigat,MARIGAT,Operational,No,No,No,No,Yes,Yes,No
7642,15477,Radat Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,MOGOTIO,mogotio,EMINING,Operational,No,No,No,No,Yes,Yes,No
7643,15239,Mt Elgon  County Hospital,Level 3,Primary care hospitals,Ministry of Health,Kenya MPDB - Institution,28,3,TRANS NZOIA,KIMININI,kiminini,HOSPITAL,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
7644,13021,Kenya Airways Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
7645,14336,Chepkechir Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,MNAGEI,Operational,No,No,Yes,No,Yes,Yes,No
7646,14333,Chepcholiet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KERICHO,KIPKELION EAST,kipkelion east,CHEPSEON,Operational,No,No,No,No,Yes,Yes,No
7647,12686,NYS Dispensary (Mavoloni),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,MACHAKOS,YATTA,yatta,KITHIMANI,Operational,No,No,No,No,Yes,Yes,No
7648,15580,Sina Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,POKOT SOUTH,pokot south,TAPACH,Operational,No,No,No,No,Yes,Yes,No
7649,14337,Chepkemel Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,NGENYILEL,Operational,No,No,No,No,Yes,Yes,No
7650,15437,Ongata Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,KAPSERET,kapseret,MEGUN,Operational,No,No,No,No,Yes,Yes,No
7651,12757,St Kizito Mission,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,3,0,MACHAKOS,YATTA,yatta,NDALANI,Operational,No,No,No,No,Yes,Yes,No
7652,15473,Ptoyo Dipensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,Operational,No,No,No,No,Yes,Yes,No
7653,13123,Ngong Road Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,NAIROBI,KIBRA,kibera,WOODLEY/KENYATTA GOLF COURSE,Operational,No,No,No,No,Yes,Yes,No
7654,15188,Mirugi Kariuki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,NAKURU TOWN EAST,nakuru east,NAKURU EAST,Operational,No,No,No,No,Yes,Yes,No
7655,15432,Ol-Rongai Dispensary (Rongai),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,RONGAI,rongai,MENENGAI WEST,Operational,No,No,No,No,Yes,Yes,No
7656,15444,Oromodei Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU EAST,samburu east,WAMBA NORTH,Operational,No,No,No,No,Yes,Yes,No
7657,15428,Olorte Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,NAROK SOUTH,narok south,LOITA,Operational,No,No,No,No,Yes,Yes,No
7658,14381,Cherara Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KERICHO,KIPKELION WEST,kipkelion west,KUNYAK,Operational,No,No,No,No,Yes,Yes,No
7659,15609,Sondany Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Ministry of Health,0,0,WEST POKOT,POKOT SOUTH,pokot south,TAPACH,Operational,No,No,No,No,Yes,Yes,No
7660,13518,Bunde Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KISUMU,NYANDO,nyando,AHERO,Operational,No,No,No,No,Yes,Yes,No
7661,16481,Imulama Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,IKOLOMANI,ikolomani,IDAKHO NORTH,Operational,No,No,No,No,Yes,Yes,No
7662,16680,Chesetan Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET EAST,marakwet east,SAMBIRIR,Operational,No,No,No,No,Yes,Yes,No
7663,15796,Amagoro Nursing Home,Level 2,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Private Practice,7,0,BUSIA,TESO NORTH,teso north,MALABA CENTRAL,Operational,No,No,No,No,Yes,Yes,No
7664,12974,Huruma Lions Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,STAREHE,starehe,PANGANI,Operational,No,No,No,No,Yes,Yes,No
7665,15789,Aboloi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,TESO NORTH,teso north,ANG'URAI SOUTH,Operational,No,No,No,No,Yes,Yes,No
7666,15797,Amase Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,TESO SOUTH,teso south,CHAKOL SOUTH,Operational,No,No,No,No,Yes,Yes,No
7667,11260,Borabu Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MOMBASA,KISAUNI,kisauni,SHANZU,Operational,Yes,No,Yes,No,Yes,Yes,No
7668,15802,Apokor Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,TESO SOUTH,teso south,AMUKURA CENTRAL,Operational,No,No,No,No,Yes,Yes,No
7669,16317,Kapletundo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,SOTIK,sotik,KAPLETUNDO,Operational,No,No,No,No,Yes,Yes,No
7670,15178,Merigi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,BOMET EAST,bomet east,MERIGI,Operational,No,No,No,No,Yes,Yes,No
7671,12928,Dr Were Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,NAIROBI,KIBRA,kibera,WOODLEY/KENYATTA GOLF COURSE,Operational,No,No,No,No,Yes,Yes,No
7672,11873,Utange Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,MOMBASA,KISAUNI,kisauni,SHANZU,Operational,No,No,No,No,Yes,Yes,No
7673,11612,Mikanjuni Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MOMBASA,JOMVU,jomvu,JOMVU KUU,Operational,Yes,No,Yes,No,Yes,Yes,No
7674,13721,Kosele Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,NORTH KARACHUONYO,Operational,No,No,No,No,Yes,Yes,No
7675,14805,Karunga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,2,NAKURU,GILGIL,gilgil,MURINDATI,Operational,No,No,No,No,Yes,Yes,No
7676,14799,Kapyemit Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,KAPSAOS,Operational,No,No,No,No,Yes,Yes,No
7677,14823,Kebeneti Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SIGOWET,Operational,No,No,No,No,Yes,Yes,No
7678,14754,Kapsasian Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,EMURUA DIKIRR,transmara east,KAPSASIAN,Operational,No,No,No,No,Yes,Yes,No
7679,14819,Katuiyo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,AINABKOI,ainabkoi,KAPTAGAT,Operational,No,No,No,No,Yes,Yes,No
7680,16296,Mandera Medicare Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MANDERA,MANDERA EAST,mandera east,TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7681,15067,Lokwii Health center,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA EAST,turkana east,LOKORI/KOCHODIN,Operational,No,No,No,No,Yes,Yes,No
7682,14821,Keben Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,NANDI HILLS,nandi east,KAPCHORUA,Operational,No,No,No,No,Yes,Yes,No
7683,14824,Kedowa Dispensary,Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,KERICHO,KIPKELION EAST,kipkelion east,KEDOWA/KIMUGUL,Operational,No,No,No,No,Yes,Yes,No
7684,16344,St Getrude Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Institution,0,0,UASIN GISHU,KAPSERET,kapseret,SIMAT/KAPSERET,Operational,No,No,No,No,Yes,Yes,No
7685,15032,Liavo Medical Clinic (Kwanza),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,TRANS NZOIA,KWANZA,kwanza,KWANZA,Operational,No,No,No,No,Yes,Yes,No
7686,15064,Lokori (AIC) Health Centre,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,TURKANA,TURKANA EAST,turkana east,LOKORI/KOCHODIN,Operational,No,No,No,No,Yes,Yes,No
7687,15536,Seed of Hope Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,TRANS NZOIA,KWANZA,kwanza,KWANZA,Operational,No,No,No,No,Yes,Yes,No
7688,14832,Kericho Forest Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KERICHO,KIPKELION EAST,kipkelion east,CHEPSEON,Operational,No,No,No,No,Yes,Yes,No
7689,14700,Kapelibok Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,TURKANA,TURKANA SOUTH,turkana south,KAPUTIR,Operational,No,No,No,No,Yes,Yes,No
7690,14601,Juluk Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,TURKANA,TURKANA SOUTH,turkana south,KAPUTIR,Operational,No,No,No,No,Yes,Yes,No
7691,16695,Benon Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TRANS NZOIA,CHERANGANY,cherangany,CHEPSIRO/KIPTOROR,Operational,No,No,No,No,Yes,Yes,No
7692,11962,Kambu Catholic Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,9,0,MAKUENI,KIBWEZI EAST,kibwezi east,IVINGONI/NZAMBANI,Operational,No,No,No,No,Yes,Yes,No
7693,14863,Kikton Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,TURKANA,TURKANA CENTRAL,turkana central,LODWAR TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7694,14186,Afya Bora Medical Clinic (Turkana Central),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,TURKANA,TURKANA CENTRAL,turkana central,LODWAR TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7695,15749,Tumaini Medical Clinic (Turkana Central),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,TURKANA,TURKANA CENTRAL,turkana central,LODWAR TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7696,14191,Ahero Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,NAKURU,BAHATI,nakuru north,BAHATI,Operational,No,No,No,No,Yes,Yes,No
7697,15225,Morulem Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA EAST,turkana east,LOKORI/KOCHODIN,Operational,No,No,No,No,Yes,Yes,No
7698,15066,Lokwamosing Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA EAST,turkana east,LOKORI/KOCHODIN,Operational,No,No,No,No,Yes,Yes,No
7699,16700,Nakukulas Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA EAST,turkana east,LOKORI/KOCHODIN,Operational,No,No,No,No,Yes,Yes,No
7700,12935,Embakasi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,EMBAKASI EAST,embakasi east,EMBAKASI,Operational,No,No,No,No,Yes,Yes,No
7701,15189,Miskwony Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,Operational,No,No,No,No,Yes,Yes,No
7702,15269,Nachecheyet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,Operational,No,No,No,No,Yes,Yes,No
7703,15780,West Gate Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU EAST,samburu east,WASO,Operational,No,No,No,No,Yes,Yes,No
7704,12506,Mbonzuki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MBEERE SOUTH,mbeere south,MWEA,Operational,No,No,No,No,Yes,Yes,No
7705,14725,Kapkondo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Other,0,0,KERICHO,KIPKELION EAST,kipkelion east,LONDIANI,Operational,No,No,No,No,Yes,Yes,No
7706,16358,Starlight Mti Moja,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,KIPLOMBE,Operational,No,No,No,No,Yes,Yes,No
7707,12985,Jamii Clinic (Westlands),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,WESTLANDS,westlands,KITISURU,Operational,No,No,No,No,Yes,Yes,No
7708,13972,Okiki Amayo Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,Yes,Yes,No
7709,11879,Vanga Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KWALE,LUNGA LUNGA,lunga lunga,VANGA,Operational,No,No,No,No,Yes,Yes,No
7710,13606,Homa Hills Health Centre,Level 3,Basic primary health care facility,Non-Governmental Organizations,Other,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,Yes,Yes,No
7711,11982,Dabel Health Centre (Moyale),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,GOLBO,Operational,No,No,No,No,Yes,Yes,No
7712,11492,Kiunga Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU EAST,lamu east,KIUNGA,Operational,No,No,No,No,Yes,Yes,No
7713,11373,Faza Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU EAST,lamu east,FAZA,Operational,No,No,No,No,Yes,Yes,No
7714,10349,Immaculate Heart of Mary Hospital,Level 4,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,0,0,KIAMBU,THIKA TOWN,thika town,NGOLIBA,Operational,No,No,No,No,Yes,Yes,No
7715,14764,Kapsogut Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,BURETI,bureti,CHEBOIN,Operational,No,No,No,No,Yes,Yes,No
7716,12036,Giaki Sub-District Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7717,10974,Ruiru Hospital Limited,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7718,14540,Gsu Dispensary (Kibish),Level 2,Dispensaries and clinic-out patient only,Armed Forces,Other,0,0,TURKANA,TURKANA NORTH,kibish,KIBISH,Operational,No,No,No,No,Yes,Yes,No
7719,14370,Chepterwo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,BURETI,bureti,LITEIN,Operational,No,No,No,No,Yes,Yes,No
7720,14367,Cheptebo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,SOY NORTH,Operational,No,No,No,No,Yes,Yes,No
7721,16671,Kimawit-Uswet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,SOTIK,sotik,KAPLETUNDO,Operational,No,No,No,No,Yes,Yes,No
7722,14376,Chepwostuiyet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,CHEPALUNGU,chepalungu,SIONGIROI,Operational,No,No,No,No,Yes,Yes,No
7723,10768,Mung'ang'a (ACK) Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,KIRINYAGA,MWEA,kirinyaga north/mwea west,THIBA,Operational,No,No,No,No,Yes,Yes,No
7724,12664,Nkabune Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7725,11067,St Philips (ACK) Dispensary Ndiriti,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,Operational,No,No,No,No,Yes,Yes,No
7726,11253,Bofu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,KASEMENI,Operational,No,No,No,No,Yes,Yes,No
